xname yname prname i.fold nfolds nrepeats i.fold.inn nfolds.inn nrepeats.inn
17815 go.vals surv.grps predictorSparseSVM 15 5 10 3 5 1
17816 path.genes.vals surv.grps predictorSparseSVM 15 5 10 3 5 1
17817 other.genes.vals surv.grps predictorSparseSVM 15 5 10 3 5 1
17818 path.vals surv.grps predictorSparseSVM 15 5 10 3 5 1
17819 eff.and.other.genes.vals surv.grps predictorSparseSVM 15 5 10 3 5 1
17820 path.and.other.genes.vals surv.grps predictorSparseSVM 15 5 10 3 5 1
17821 eff.vals surv.grps predictorConstant 16 5 10 3 5 1
17822 fun.vals surv.grps predictorConstant 16 5 10 3 5 1
17823 genes.vals surv.grps predictorConstant 16 5 10 3 5 1
17824 go.vals surv.grps predictorConstant 16 5 10 3 5 1
17825 path.genes.vals surv.grps predictorConstant 16 5 10 3 5 1
17826 other.genes.vals surv.grps predictorConstant 16 5 10 3 5 1
17827 path.vals surv.grps predictorConstant 16 5 10 3 5 1
17828 eff.and.other.genes.vals surv.grps predictorConstant 16 5 10 3 5 1
17829 path.and.other.genes.vals surv.grps predictorConstant 16 5 10 3 5 1
17830 eff.vals surv.grps predictorGBM 16 5 10 3 5 1
17831 fun.vals surv.grps predictorGBM 16 5 10 3 5 1
17832 genes.vals surv.grps predictorGBM 16 5 10 3 5 1
17833 go.vals surv.grps predictorGBM 16 5 10 3 5 1
17834 path.genes.vals surv.grps predictorGBM 16 5 10 3 5 1
17835 other.genes.vals surv.grps predictorGBM 16 5 10 3 5 1
17836 path.vals surv.grps predictorGBM 16 5 10 3 5 1
17837 eff.and.other.genes.vals surv.grps predictorGBM 16 5 10 3 5 1
17838 path.and.other.genes.vals surv.grps predictorGBM 16 5 10 3 5 1
17839 eff.vals surv.grps predictorKendallSVM 16 5 10 3 5 1
17840 fun.vals surv.grps predictorKendallSVM 16 5 10 3 5 1
17841 genes.vals surv.grps predictorKendallSVM 16 5 10 3 5 1
17842 go.vals surv.grps predictorKendallSVM 16 5 10 3 5 1
17843 path.genes.vals surv.grps predictorKendallSVM 16 5 10 3 5 1
17844 other.genes.vals surv.grps predictorKendallSVM 16 5 10 3 5 1
17845 path.vals surv.grps predictorKendallSVM 16 5 10 3 5 1
17846 eff.and.other.genes.vals surv.grps predictorKendallSVM 16 5 10 3 5 1
17847 path.and.other.genes.vals surv.grps predictorKendallSVM 16 5 10 3 5 1
17848 eff.vals surv.grps predictorKNN 16 5 10 3 5 1
17849 fun.vals surv.grps predictorKNN 16 5 10 3 5 1
17850 genes.vals surv.grps predictorKNN 16 5 10 3 5 1
17851 go.vals surv.grps predictorKNN 16 5 10 3 5 1
17852 path.genes.vals surv.grps predictorKNN 16 5 10 3 5 1
17853 other.genes.vals surv.grps predictorKNN 16 5 10 3 5 1
17854 path.vals surv.grps predictorKNN 16 5 10 3 5 1
17855 eff.and.other.genes.vals surv.grps predictorKNN 16 5 10 3 5 1
17856 path.and.other.genes.vals surv.grps predictorKNN 16 5 10 3 5 1
17857 eff.vals surv.grps predictorLDA 16 5 10 3 5 1
17858 fun.vals surv.grps predictorLDA 16 5 10 3 5 1
17859 genes.vals surv.grps predictorLDA 16 5 10 3 5 1
17860 go.vals surv.grps predictorLDA 16 5 10 3 5 1
17861 path.genes.vals surv.grps predictorLDA 16 5 10 3 5 1
17862 other.genes.vals surv.grps predictorLDA 16 5 10 3 5 1
17863 path.vals surv.grps predictorLDA 16 5 10 3 5 1
17864 eff.and.other.genes.vals surv.grps predictorLDA 16 5 10 3 5 1
17865 path.and.other.genes.vals surv.grps predictorLDA 16 5 10 3 5 1
17866 eff.vals surv.grps predictorLinearSVM 16 5 10 3 5 1
17867 fun.vals surv.grps predictorLinearSVM 16 5 10 3 5 1
17868 genes.vals surv.grps predictorLinearSVM 16 5 10 3 5 1
17869 go.vals surv.grps predictorLinearSVM 16 5 10 3 5 1
17870 path.genes.vals surv.grps predictorLinearSVM 16 5 10 3 5 1
17871 other.genes.vals surv.grps predictorLinearSVM 16 5 10 3 5 1
17872 path.vals surv.grps predictorLinearSVM 16 5 10 3 5 1
17873 eff.and.other.genes.vals surv.grps predictorLinearSVM 16 5 10 3 5 1
17874 path.and.other.genes.vals surv.grps predictorLinearSVM 16 5 10 3 5 1
17875 eff.vals surv.grps predictorLogitLasso 16 5 10 3 5 1
17876 fun.vals surv.grps predictorLogitLasso 16 5 10 3 5 1
17877 genes.vals surv.grps predictorLogitLasso 16 5 10 3 5 1
17878 go.vals surv.grps predictorLogitLasso 16 5 10 3 5 1
17879 path.genes.vals surv.grps predictorLogitLasso 16 5 10 3 5 1
17880 other.genes.vals surv.grps predictorLogitLasso 16 5 10 3 5 1
17881 path.vals surv.grps predictorLogitLasso 16 5 10 3 5 1
17882 eff.and.other.genes.vals surv.grps predictorLogitLasso 16 5 10 3 5 1
17883 path.and.other.genes.vals surv.grps predictorLogitLasso 16 5 10 3 5 1
17884 eff.vals surv.grps predictorNB 16 5 10 3 5 1
17885 fun.vals surv.grps predictorNB 16 5 10 3 5 1
17886 genes.vals surv.grps predictorNB 16 5 10 3 5 1
17887 go.vals surv.grps predictorNB 16 5 10 3 5 1
17888 path.genes.vals surv.grps predictorNB 16 5 10 3 5 1
17889 other.genes.vals surv.grps predictorNB 16 5 10 3 5 1
17890 path.vals surv.grps predictorNB 16 5 10 3 5 1
17891 eff.and.other.genes.vals surv.grps predictorNB 16 5 10 3 5 1
17892 path.and.other.genes.vals surv.grps predictorNB 16 5 10 3 5 1
17893 eff.vals surv.grps predictorPAM 16 5 10 3 5 1
17894 fun.vals surv.grps predictorPAM 16 5 10 3 5 1
17895 genes.vals surv.grps predictorPAM 16 5 10 3 5 1
17896 go.vals surv.grps predictorPAM 16 5 10 3 5 1
17897 path.genes.vals surv.grps predictorPAM 16 5 10 3 5 1
17898 other.genes.vals surv.grps predictorPAM 16 5 10 3 5 1
17899 path.vals surv.grps predictorPAM 16 5 10 3 5 1
17900 eff.and.other.genes.vals surv.grps predictorPAM 16 5 10 3 5 1
17901 path.and.other.genes.vals surv.grps predictorPAM 16 5 10 3 5 1
17902 eff.vals surv.grps predictorRadialSVM 16 5 10 3 5 1
17903 fun.vals surv.grps predictorRadialSVM 16 5 10 3 5 1
17904 genes.vals surv.grps predictorRadialSVM 16 5 10 3 5 1
17905 go.vals surv.grps predictorRadialSVM 16 5 10 3 5 1
17906 path.genes.vals surv.grps predictorRadialSVM 16 5 10 3 5 1
17907 other.genes.vals surv.grps predictorRadialSVM 16 5 10 3 5 1
17908 path.vals surv.grps predictorRadialSVM 16 5 10 3 5 1
17909 eff.and.other.genes.vals surv.grps predictorRadialSVM 16 5 10 3 5 1
17910 path.and.other.genes.vals surv.grps predictorRadialSVM 16 5 10 3 5 1
17911 eff.vals surv.grps predictorRF 16 5 10 3 5 1
17912 fun.vals surv.grps predictorRF 16 5 10 3 5 1
17913 genes.vals surv.grps predictorRF 16 5 10 3 5 1
17914 go.vals surv.grps predictorRF 16 5 10 3 5 1
17915 path.genes.vals surv.grps predictorRF 16 5 10 3 5 1
17916 other.genes.vals surv.grps predictorRF 16 5 10 3 5 1
17917 path.vals surv.grps predictorRF 16 5 10 3 5 1
17918 eff.and.other.genes.vals surv.grps predictorRF 16 5 10 3 5 1
17919 path.and.other.genes.vals surv.grps predictorRF 16 5 10 3 5 1
17920 eff.vals surv.grps predictorSparseSVM 16 5 10 3 5 1
17921 fun.vals surv.grps predictorSparseSVM 16 5 10 3 5 1
17922 genes.vals surv.grps predictorSparseSVM 16 5 10 3 5 1
17923 go.vals surv.grps predictorSparseSVM 16 5 10 3 5 1
17924 path.genes.vals surv.grps predictorSparseSVM 16 5 10 3 5 1
17925 other.genes.vals surv.grps predictorSparseSVM 16 5 10 3 5 1
17926 path.vals surv.grps predictorSparseSVM 16 5 10 3 5 1
17927 eff.and.other.genes.vals surv.grps predictorSparseSVM 16 5 10 3 5 1
17928 path.and.other.genes.vals surv.grps predictorSparseSVM 16 5 10 3 5 1
17929 eff.vals surv.grps predictorConstant 17 5 10 3 5 1
17930 fun.vals surv.grps predictorConstant 17 5 10 3 5 1
17931 genes.vals surv.grps predictorConstant 17 5 10 3 5 1
17932 go.vals surv.grps predictorConstant 17 5 10 3 5 1
17933 path.genes.vals surv.grps predictorConstant 17 5 10 3 5 1
17934 other.genes.vals surv.grps predictorConstant 17 5 10 3 5 1
17935 path.vals surv.grps predictorConstant 17 5 10 3 5 1
17936 eff.and.other.genes.vals surv.grps predictorConstant 17 5 10 3 5 1
17937 path.and.other.genes.vals surv.grps predictorConstant 17 5 10 3 5 1
17938 eff.vals surv.grps predictorGBM 17 5 10 3 5 1
17939 fun.vals surv.grps predictorGBM 17 5 10 3 5 1
17940 genes.vals surv.grps predictorGBM 17 5 10 3 5 1
17941 go.vals surv.grps predictorGBM 17 5 10 3 5 1
17942 path.genes.vals surv.grps predictorGBM 17 5 10 3 5 1
17943 other.genes.vals surv.grps predictorGBM 17 5 10 3 5 1
17944 path.vals surv.grps predictorGBM 17 5 10 3 5 1
17945 eff.and.other.genes.vals surv.grps predictorGBM 17 5 10 3 5 1
17946 path.and.other.genes.vals surv.grps predictorGBM 17 5 10 3 5 1
17947 eff.vals surv.grps predictorKendallSVM 17 5 10 3 5 1
17948 fun.vals surv.grps predictorKendallSVM 17 5 10 3 5 1
17949 genes.vals surv.grps predictorKendallSVM 17 5 10 3 5 1
17950 go.vals surv.grps predictorKendallSVM 17 5 10 3 5 1
17951 path.genes.vals surv.grps predictorKendallSVM 17 5 10 3 5 1
17952 other.genes.vals surv.grps predictorKendallSVM 17 5 10 3 5 1
17953 path.vals surv.grps predictorKendallSVM 17 5 10 3 5 1
17954 eff.and.other.genes.vals surv.grps predictorKendallSVM 17 5 10 3 5 1
17955 path.and.other.genes.vals surv.grps predictorKendallSVM 17 5 10 3 5 1
17956 eff.vals surv.grps predictorKNN 17 5 10 3 5 1
17957 fun.vals surv.grps predictorKNN 17 5 10 3 5 1
17958 genes.vals surv.grps predictorKNN 17 5 10 3 5 1
17959 go.vals surv.grps predictorKNN 17 5 10 3 5 1
17960 path.genes.vals surv.grps predictorKNN 17 5 10 3 5 1
17961 other.genes.vals surv.grps predictorKNN 17 5 10 3 5 1
17962 path.vals surv.grps predictorKNN 17 5 10 3 5 1
17963 eff.and.other.genes.vals surv.grps predictorKNN 17 5 10 3 5 1
17964 path.and.other.genes.vals surv.grps predictorKNN 17 5 10 3 5 1
17965 eff.vals surv.grps predictorLDA 17 5 10 3 5 1
17966 fun.vals surv.grps predictorLDA 17 5 10 3 5 1
17967 genes.vals surv.grps predictorLDA 17 5 10 3 5 1
17968 go.vals surv.grps predictorLDA 17 5 10 3 5 1
17969 path.genes.vals surv.grps predictorLDA 17 5 10 3 5 1
17970 other.genes.vals surv.grps predictorLDA 17 5 10 3 5 1
17971 path.vals surv.grps predictorLDA 17 5 10 3 5 1
17972 eff.and.other.genes.vals surv.grps predictorLDA 17 5 10 3 5 1
17973 path.and.other.genes.vals surv.grps predictorLDA 17 5 10 3 5 1
17974 eff.vals surv.grps predictorLinearSVM 17 5 10 3 5 1
17975 fun.vals surv.grps predictorLinearSVM 17 5 10 3 5 1
17976 genes.vals surv.grps predictorLinearSVM 17 5 10 3 5 1
17977 go.vals surv.grps predictorLinearSVM 17 5 10 3 5 1
17978 path.genes.vals surv.grps predictorLinearSVM 17 5 10 3 5 1
17979 other.genes.vals surv.grps predictorLinearSVM 17 5 10 3 5 1
17980 path.vals surv.grps predictorLinearSVM 17 5 10 3 5 1
17981 eff.and.other.genes.vals surv.grps predictorLinearSVM 17 5 10 3 5 1
17982 path.and.other.genes.vals surv.grps predictorLinearSVM 17 5 10 3 5 1
17983 eff.vals surv.grps predictorLogitLasso 17 5 10 3 5 1
17984 fun.vals surv.grps predictorLogitLasso 17 5 10 3 5 1
17985 genes.vals surv.grps predictorLogitLasso 17 5 10 3 5 1
17986 go.vals surv.grps predictorLogitLasso 17 5 10 3 5 1
17987 path.genes.vals surv.grps predictorLogitLasso 17 5 10 3 5 1
17988 other.genes.vals surv.grps predictorLogitLasso 17 5 10 3 5 1
17989 path.vals surv.grps predictorLogitLasso 17 5 10 3 5 1
17990 eff.and.other.genes.vals surv.grps predictorLogitLasso 17 5 10 3 5 1
17991 path.and.other.genes.vals surv.grps predictorLogitLasso 17 5 10 3 5 1
17992 eff.vals surv.grps predictorNB 17 5 10 3 5 1
17993 fun.vals surv.grps predictorNB 17 5 10 3 5 1
17994 genes.vals surv.grps predictorNB 17 5 10 3 5 1
17995 go.vals surv.grps predictorNB 17 5 10 3 5 1
17996 path.genes.vals surv.grps predictorNB 17 5 10 3 5 1
17997 other.genes.vals surv.grps predictorNB 17 5 10 3 5 1
17998 path.vals surv.grps predictorNB 17 5 10 3 5 1
17999 eff.and.other.genes.vals surv.grps predictorNB 17 5 10 3 5 1
18000 path.and.other.genes.vals surv.grps predictorNB 17 5 10 3 5 1
18001 eff.vals surv.grps predictorPAM 17 5 10 3 5 1
18002 fun.vals surv.grps predictorPAM 17 5 10 3 5 1
18003 genes.vals surv.grps predictorPAM 17 5 10 3 5 1
18004 go.vals surv.grps predictorPAM 17 5 10 3 5 1
18005 path.genes.vals surv.grps predictorPAM 17 5 10 3 5 1
18006 other.genes.vals surv.grps predictorPAM 17 5 10 3 5 1
18007 path.vals surv.grps predictorPAM 17 5 10 3 5 1
18008 eff.and.other.genes.vals surv.grps predictorPAM 17 5 10 3 5 1
18009 path.and.other.genes.vals surv.grps predictorPAM 17 5 10 3 5 1
18010 eff.vals surv.grps predictorRadialSVM 17 5 10 3 5 1
18011 fun.vals surv.grps predictorRadialSVM 17 5 10 3 5 1
18012 genes.vals surv.grps predictorRadialSVM 17 5 10 3 5 1
18013 go.vals surv.grps predictorRadialSVM 17 5 10 3 5 1
18014 path.genes.vals surv.grps predictorRadialSVM 17 5 10 3 5 1
18015 other.genes.vals surv.grps predictorRadialSVM 17 5 10 3 5 1
18016 path.vals surv.grps predictorRadialSVM 17 5 10 3 5 1
18017 eff.and.other.genes.vals surv.grps predictorRadialSVM 17 5 10 3 5 1
18018 path.and.other.genes.vals surv.grps predictorRadialSVM 17 5 10 3 5 1
18019 eff.vals surv.grps predictorRF 17 5 10 3 5 1
18020 fun.vals surv.grps predictorRF 17 5 10 3 5 1
18021 genes.vals surv.grps predictorRF 17 5 10 3 5 1
18022 go.vals surv.grps predictorRF 17 5 10 3 5 1
18023 path.genes.vals surv.grps predictorRF 17 5 10 3 5 1
18024 other.genes.vals surv.grps predictorRF 17 5 10 3 5 1
18025 path.vals surv.grps predictorRF 17 5 10 3 5 1
18026 eff.and.other.genes.vals surv.grps predictorRF 17 5 10 3 5 1
18027 path.and.other.genes.vals surv.grps predictorRF 17 5 10 3 5 1
18028 eff.vals surv.grps predictorSparseSVM 17 5 10 3 5 1
18029 fun.vals surv.grps predictorSparseSVM 17 5 10 3 5 1
18030 genes.vals surv.grps predictorSparseSVM 17 5 10 3 5 1
18031 go.vals surv.grps predictorSparseSVM 17 5 10 3 5 1
18032 path.genes.vals surv.grps predictorSparseSVM 17 5 10 3 5 1
18033 other.genes.vals surv.grps predictorSparseSVM 17 5 10 3 5 1
18034 path.vals surv.grps predictorSparseSVM 17 5 10 3 5 1
18035 eff.and.other.genes.vals surv.grps predictorSparseSVM 17 5 10 3 5 1
18036 path.and.other.genes.vals surv.grps predictorSparseSVM 17 5 10 3 5 1
18037 eff.vals surv.grps predictorConstant 18 5 10 3 5 1
18038 fun.vals surv.grps predictorConstant 18 5 10 3 5 1
18039 genes.vals surv.grps predictorConstant 18 5 10 3 5 1
18040 go.vals surv.grps predictorConstant 18 5 10 3 5 1
18041 path.genes.vals surv.grps predictorConstant 18 5 10 3 5 1
18042 other.genes.vals surv.grps predictorConstant 18 5 10 3 5 1
18043 path.vals surv.grps predictorConstant 18 5 10 3 5 1
18044 eff.and.other.genes.vals surv.grps predictorConstant 18 5 10 3 5 1
18045 path.and.other.genes.vals surv.grps predictorConstant 18 5 10 3 5 1
18046 eff.vals surv.grps predictorGBM 18 5 10 3 5 1
18047 fun.vals surv.grps predictorGBM 18 5 10 3 5 1
18048 genes.vals surv.grps predictorGBM 18 5 10 3 5 1
18049 go.vals surv.grps predictorGBM 18 5 10 3 5 1
18050 path.genes.vals surv.grps predictorGBM 18 5 10 3 5 1
18051 other.genes.vals surv.grps predictorGBM 18 5 10 3 5 1
18052 path.vals surv.grps predictorGBM 18 5 10 3 5 1
18053 eff.and.other.genes.vals surv.grps predictorGBM 18 5 10 3 5 1
18054 path.and.other.genes.vals surv.grps predictorGBM 18 5 10 3 5 1
18055 eff.vals surv.grps predictorKendallSVM 18 5 10 3 5 1
18056 fun.vals surv.grps predictorKendallSVM 18 5 10 3 5 1
18057 genes.vals surv.grps predictorKendallSVM 18 5 10 3 5 1
18058 go.vals surv.grps predictorKendallSVM 18 5 10 3 5 1
18059 path.genes.vals surv.grps predictorKendallSVM 18 5 10 3 5 1
18060 other.genes.vals surv.grps predictorKendallSVM 18 5 10 3 5 1
18061 path.vals surv.grps predictorKendallSVM 18 5 10 3 5 1
18062 eff.and.other.genes.vals surv.grps predictorKendallSVM 18 5 10 3 5 1
18063 path.and.other.genes.vals surv.grps predictorKendallSVM 18 5 10 3 5 1
18064 eff.vals surv.grps predictorKNN 18 5 10 3 5 1
18065 fun.vals surv.grps predictorKNN 18 5 10 3 5 1
18066 genes.vals surv.grps predictorKNN 18 5 10 3 5 1
18067 go.vals surv.grps predictorKNN 18 5 10 3 5 1
18068 path.genes.vals surv.grps predictorKNN 18 5 10 3 5 1
18069 other.genes.vals surv.grps predictorKNN 18 5 10 3 5 1
18070 path.vals surv.grps predictorKNN 18 5 10 3 5 1
18071 eff.and.other.genes.vals surv.grps predictorKNN 18 5 10 3 5 1
18072 path.and.other.genes.vals surv.grps predictorKNN 18 5 10 3 5 1
18073 eff.vals surv.grps predictorLDA 18 5 10 3 5 1
18074 fun.vals surv.grps predictorLDA 18 5 10 3 5 1
18075 genes.vals surv.grps predictorLDA 18 5 10 3 5 1
18076 go.vals surv.grps predictorLDA 18 5 10 3 5 1
18077 path.genes.vals surv.grps predictorLDA 18 5 10 3 5 1
18078 other.genes.vals surv.grps predictorLDA 18 5 10 3 5 1
18079 path.vals surv.grps predictorLDA 18 5 10 3 5 1
18080 eff.and.other.genes.vals surv.grps predictorLDA 18 5 10 3 5 1
18081 path.and.other.genes.vals surv.grps predictorLDA 18 5 10 3 5 1
18082 eff.vals surv.grps predictorLinearSVM 18 5 10 3 5 1
18083 fun.vals surv.grps predictorLinearSVM 18 5 10 3 5 1
18084 genes.vals surv.grps predictorLinearSVM 18 5 10 3 5 1
18085 go.vals surv.grps predictorLinearSVM 18 5 10 3 5 1
18086 path.genes.vals surv.grps predictorLinearSVM 18 5 10 3 5 1
18087 other.genes.vals surv.grps predictorLinearSVM 18 5 10 3 5 1
18088 path.vals surv.grps predictorLinearSVM 18 5 10 3 5 1
18089 eff.and.other.genes.vals surv.grps predictorLinearSVM 18 5 10 3 5 1
18090 path.and.other.genes.vals surv.grps predictorLinearSVM 18 5 10 3 5 1
18091 eff.vals surv.grps predictorLogitLasso 18 5 10 3 5 1
18092 fun.vals surv.grps predictorLogitLasso 18 5 10 3 5 1
18093 genes.vals surv.grps predictorLogitLasso 18 5 10 3 5 1
18094 go.vals surv.grps predictorLogitLasso 18 5 10 3 5 1
18095 path.genes.vals surv.grps predictorLogitLasso 18 5 10 3 5 1
18096 other.genes.vals surv.grps predictorLogitLasso 18 5 10 3 5 1
18097 path.vals surv.grps predictorLogitLasso 18 5 10 3 5 1
18098 eff.and.other.genes.vals surv.grps predictorLogitLasso 18 5 10 3 5 1
18099 path.and.other.genes.vals surv.grps predictorLogitLasso 18 5 10 3 5 1
18100 eff.vals surv.grps predictorNB 18 5 10 3 5 1
18101 fun.vals surv.grps predictorNB 18 5 10 3 5 1
18102 genes.vals surv.grps predictorNB 18 5 10 3 5 1
18103 go.vals surv.grps predictorNB 18 5 10 3 5 1
18104 path.genes.vals surv.grps predictorNB 18 5 10 3 5 1
18105 other.genes.vals surv.grps predictorNB 18 5 10 3 5 1
18106 path.vals surv.grps predictorNB 18 5 10 3 5 1
18107 eff.and.other.genes.vals surv.grps predictorNB 18 5 10 3 5 1
18108 path.and.other.genes.vals surv.grps predictorNB 18 5 10 3 5 1
18109 eff.vals surv.grps predictorPAM 18 5 10 3 5 1
18110 fun.vals surv.grps predictorPAM 18 5 10 3 5 1
18111 genes.vals surv.grps predictorPAM 18 5 10 3 5 1
18112 go.vals surv.grps predictorPAM 18 5 10 3 5 1
18113 path.genes.vals surv.grps predictorPAM 18 5 10 3 5 1
18114 other.genes.vals surv.grps predictorPAM 18 5 10 3 5 1
18115 path.vals surv.grps predictorPAM 18 5 10 3 5 1
18116 eff.and.other.genes.vals surv.grps predictorPAM 18 5 10 3 5 1
18117 path.and.other.genes.vals surv.grps predictorPAM 18 5 10 3 5 1
18118 eff.vals surv.grps predictorRadialSVM 18 5 10 3 5 1
18119 fun.vals surv.grps predictorRadialSVM 18 5 10 3 5 1
18120 genes.vals surv.grps predictorRadialSVM 18 5 10 3 5 1
18121 go.vals surv.grps predictorRadialSVM 18 5 10 3 5 1
18122 path.genes.vals surv.grps predictorRadialSVM 18 5 10 3 5 1
18123 other.genes.vals surv.grps predictorRadialSVM 18 5 10 3 5 1
18124 path.vals surv.grps predictorRadialSVM 18 5 10 3 5 1
18125 eff.and.other.genes.vals surv.grps predictorRadialSVM 18 5 10 3 5 1
18126 path.and.other.genes.vals surv.grps predictorRadialSVM 18 5 10 3 5 1
18127 eff.vals surv.grps predictorRF 18 5 10 3 5 1
18128 fun.vals surv.grps predictorRF 18 5 10 3 5 1
18129 genes.vals surv.grps predictorRF 18 5 10 3 5 1
18130 go.vals surv.grps predictorRF 18 5 10 3 5 1
18131 path.genes.vals surv.grps predictorRF 18 5 10 3 5 1
18132 other.genes.vals surv.grps predictorRF 18 5 10 3 5 1
18133 path.vals surv.grps predictorRF 18 5 10 3 5 1
18134 eff.and.other.genes.vals surv.grps predictorRF 18 5 10 3 5 1
18135 path.and.other.genes.vals surv.grps predictorRF 18 5 10 3 5 1
18136 eff.vals surv.grps predictorSparseSVM 18 5 10 3 5 1
18137 fun.vals surv.grps predictorSparseSVM 18 5 10 3 5 1
18138 genes.vals surv.grps predictorSparseSVM 18 5 10 3 5 1
18139 go.vals surv.grps predictorSparseSVM 18 5 10 3 5 1
18140 path.genes.vals surv.grps predictorSparseSVM 18 5 10 3 5 1
18141 other.genes.vals surv.grps predictorSparseSVM 18 5 10 3 5 1
18142 path.vals surv.grps predictorSparseSVM 18 5 10 3 5 1
18143 eff.and.other.genes.vals surv.grps predictorSparseSVM 18 5 10 3 5 1
18144 path.and.other.genes.vals surv.grps predictorSparseSVM 18 5 10 3 5 1
18145 eff.vals surv.grps predictorConstant 19 5 10 3 5 1
18146 fun.vals surv.grps predictorConstant 19 5 10 3 5 1
18147 genes.vals surv.grps predictorConstant 19 5 10 3 5 1
18148 go.vals surv.grps predictorConstant 19 5 10 3 5 1
18149 path.genes.vals surv.grps predictorConstant 19 5 10 3 5 1
18150 other.genes.vals surv.grps predictorConstant 19 5 10 3 5 1
18151 path.vals surv.grps predictorConstant 19 5 10 3 5 1
18152 eff.and.other.genes.vals surv.grps predictorConstant 19 5 10 3 5 1
18153 path.and.other.genes.vals surv.grps predictorConstant 19 5 10 3 5 1
18154 eff.vals surv.grps predictorGBM 19 5 10 3 5 1
18155 fun.vals surv.grps predictorGBM 19 5 10 3 5 1
18156 genes.vals surv.grps predictorGBM 19 5 10 3 5 1
18157 go.vals surv.grps predictorGBM 19 5 10 3 5 1
18158 path.genes.vals surv.grps predictorGBM 19 5 10 3 5 1
